long,lat,permit_type,issue_year,value
-80.45992059,43.46625732,Electrical,2014,4000
-80.53013753,43.4141334,Residential Accessory (1 or 2 units),2014,4000
-80.49046952,43.40392825,Residential Accessory (1 or 2 units),2014,4000
-80.4833653,43.45752789,Plumbing,2014,4000
-80.50725644,43.45253975,Plumbing,2014,4000
-80.46578154,43.45299412,Residential Garage/Carport (1 or 2 units),2014,4000
-80.40604551,43.45069219,Residential Alteration,2014,4000
-80.4436068,43.3983008,Residential Accessory (1 or 2 units),2014,4000
-80.5347476,43.44149725,Plumbing,2014,4000
-80.49829482,43.4510886,Electrical,2014,4000
-80.41439282,43.45521118,Residential Accessory (1 or 2 units),2015,4000
-80.46171969,43.38836169,Residential Accessory (1 or 2 units),2015,4000
-80.47069111,43.38706845,Residential Accessory (1 or 2 units),2015,4000
-80.51207816,43.4010773,Residential Garage/Carport (1 or 2 units),2015,4000
-80.50174414,43.40659018,Garden Centre/Tent,2015,4000
-80.55116374,43.42870038,Residential Accessory (1 or 2 units),2015,4000
-80.47834776,43.40818984,Residential Accessory (1 or 2 units),2015,4000
-80.40958176,43.45105833,Residential Accessory (1 or 2 units),2015,4000
-80.48216456,43.47025707,Non-Residential Alteration,2015,4000
-80.47338152,43.3855323,Residential Accessory (1 or 2 units),2015,4000
-80.45526174,43.45913122,Residential Garage/Carport (1 or 2 units),2015,4000
-80.4530827,43.39274547,Residential Accessory (1 or 2 units),2015,4000
-80.46871511,43.45569075,Residential Accessory (1 or 2 units),2015,4000
-80.51145385,43.43227071,Residential Alteration,2015,4000
-80.51145385,43.43227071,Residential Alteration,2015,4000
-80.51145385,43.43227071,Residential Alteration,2015,4000
-80.49236034,43.38484024,Residential Accessory (3 or More),2015,4000
-80.52797931,43.43363547,Residential Accessory (1 or 2 units),2015,4000
-80.40663726,43.45166062,Residential Accessory (1 or 2 units),2015,4000
-80.48262193,43.4691034,Plumbing,2015,4000
-80.47407016,43.49223655,Septic System,2015,4000
-80.47388651,43.41351812,Plumbing,2015,4000
-80.48457419,43.46591088,Residential Accessory (1 or 2 units),2015,4000
-80.47960507,43.49751139,Residential Accessory (1 or 2 units),2015,4000
-80.47271771,43.43983956,Residential Alteration,2015,4000
-80.54893408,43.4392802,Residential Building (House),2015,4000
-80.5016063,43.41213782,Residential Accessory (1 or 2 units),2015,4000
-80.45861951,43.39185389,Residential Accessory (1 or 2 units),2015,4000
-80.44542709,43.43525744,Plumbing,2015,4000
-80.4528063,43.46369223,Residential Accessory (1 or 2 units),2015,4000
-80.4922503,43.38527251,Residential Accessory (3 or More),2015,4000
-80.48217941,43.3906896,Residential Accessory (1 or 2 units),2015,4000
-80.50280313,43.4261889,Residential Accessory (1 or 2 units),2015,4000
-80.48010489,43.49804523,Residential Accessory (1 or 2 units),2015,4000
-80.49590665,43.45909785,Plumbing,2015,4000
-80.43971375,43.44551863,Residential Alteration,2015,4000
-80.48147437,43.42151964,Residential Alteration,2015,4000
-80.45503365,43.39623457,Residential Building (House),2015,4000
-80.44489084,43.47254647,Non-Residential Alteration,2015,4000
-80.53378898,43.41721471,Residential Alteration,2015,4000
-80.48054879,43.43521364,Non-Residential Demolition,2015,4000
-80.43685338,43.37651305,Residential Accessory (1 or 2 units),2015,4000
-80.49850421,43.40207086,Residential Alteration,2015,4000
-80.47300794,43.45684166,Non-Residential Alteration,2016,4000
-80.48297633,43.46165543,Electrical,2016,4000
-80.53122828,43.43139925,Residential Accessory (3 or More),2016,4000
-80.50174414,43.40659018,Garden Centre/Tent,2016,4000
-80.55620167,43.43581166,Residential Accessory (1 or 2 units),2016,4000
-80.44422295,43.3792273,Residential Accessory (1 or 2 units),2016,4000
-80.49675215,43.41008121,Residential Alteration,2016,4000
-80.41198318,43.38076729,Residential Accessory (1 or 2 units),2016,4000
-80.50308522,43.41055658,Residential Accessory (1 or 2 units),2016,4000
-80.525967,43.40075841,Residential Accessory (1 or 2 units),2016,4000
-80.42594795,43.37339318,Residential Accessory (1 or 2 units),2016,4000
-80.48228929,43.419282,Plumbing,2016,4000
-80.55116374,43.42870038,Residential Accessory (1 or 2 units),2016,4000
-80.48550693,43.44883083,Plumbing,2016,4000
-80.52619944,43.40147861,Residential Accessory (1 or 2 units),2016,4000
-80.48928395,43.38175734,Plumbing,2016,4000
-80.49118426,43.41570525,Residential Alteration,2016,4000
-80.47596585,43.44869722,Residential Alteration,2016,4000
-80.48614258,43.44378956,Plumbing,2016,4000
-80.42890738,43.41346356,Residential Accessory (1 or 2 units),2016,4000
-80.5260015,43.4008653,Residential Accessory (1 or 2 units),2016,4000
-80.43651904,43.44992453,Residential Accessory (1 or 2 units),2016,4000
-80.46190099,43.38840003,Residential Alteration,2016,4000
-80.43541153,43.37639315,Residential Alteration,2016,4000
-80.45793179,43.42628513,Residential Garage/Carport (1 or 2 units),2016,4000
-80.44859777,43.41385765,Septic System,2016,4000
-80.4901814,43.46222223,Residential Alteration,2016,4000
-80.45165462,43.42552349,Plumbing,2016,4000
-80.50986351,43.40547356,Residential Alteration,2016,4000
-80.52086441,43.40452399,Residential Alteration,2016,4000
-80.50286372,43.46056663,Residential Accessory (1 or 2 units),2016,4000
-80.40619483,43.45261344,Residential Accessory (1 or 2 units),2016,4000
-80.47668156,43.456656,Residential Accessory (1 or 2 units),2016,4000
-80.52519702,43.44716432,Residential Accessory (1 or 2 units),2016,4000
-80.46075133,43.39534694,Residential Accessory (1 or 2 units),2016,4000
-80.53461934,43.42430035,Plumbing,2016,4000
-80.42857648,43.46387475,Residential Accessory (1 or 2 units),2016,4000
-80.48166106,43.4169105,Residential Alteration,2016,4000
-80.47276665,43.44445811,Residential Alteration,2016,4000
-80.44162985,43.44312189,Residential Accessory (3 or More),2017,4000
-80.52365577,43.39993514,Residential Accessory (1 or 2 units),2017,4000
-80.47885602,43.43819856,Plumbing,2017,4000
-80.49471401,43.42872747,Residential Accessory (1 or 2 units),2017,4000
-80.5271906,43.40209281,Residential Accessory (1 or 2 units),2017,4000
-80.52283902,43.43325971,Residential Accessory (3 or More),2017,4000
-80.52283902,43.43325971,Residential Accessory (3 or More),2017,4000
-80.52283902,43.43325971,Residential Accessory (3 or More),2017,4000
-80.52283902,43.43325971,Residential Accessory (3 or More),2017,4000
-80.52283902,43.43325971,Residential Accessory (3 or More),2017,4000
-80.45920469,43.45552567,Residential Alteration,2017,4000
-80.5021728,43.42586764,Plumbing,2017,4000
-80.50445572,43.44105786,Plumbing,2017,4000
-80.47667545,43.45926473,Residential Alteration,2017,4000
-80.50095328,43.44771193,Residential Alteration,2017,4000
-80.48629674,43.46032669,Plumbing,2017,4000
-80.51912836,43.41092803,Residential Accessory (1 or 2 units),2017,4000
-80.44913623,43.39660602,Residential Accessory (1 or 2 units),2017,4000
-80.49887665,43.43780455,Residential Accessory (1 or 2 units),2017,4000
-80.48324901,43.43453925,Residential Accessory (1 or 2 units),2017,4000
-80.40239259,43.45019846,Residential Accessory (3 or More),2017,4000
-80.47001869,43.47663183,Residential Alteration,2017,4000
-80.51877952,43.44766842,Plumbing,2017,4000
-80.4663352,43.41686106,Residential Accessory (1 or 2 units),2017,4000
-80.53946369,43.41726501,Plumbing,2017,4000
-80.40182548,43.44940426,Residential Accessory (1 or 2 units),2017,4000
-80.44107964,43.37871576,Residential Alteration,2017,4000
-80.49685372,43.46096385,Residential Alteration,2017,4000
-80.53620705,43.43597584,Residential Accessory (1 or 2 units),2017,4000
-80.49964474,43.458642,Residential Accessory (3 or More),2017,4000
-80.4863326,43.47787132,Residential Accessory (1 or 2 units),2017,4000
-80.44555345,43.39397189,Residential Accessory (3 or More),2017,4000
-80.44555345,43.39397189,Residential Accessory (3 or More),2017,4000
-80.44555345,43.39397189,Residential Accessory (3 or More),2017,4000
-80.44555345,43.39397189,Residential Accessory (3 or More),2017,4000
-80.44555345,43.39397189,Residential Accessory (3 or More),2017,4000
-80.44555345,43.39397189,Residential Accessory (3 or More),2017,4000
-80.44555345,43.39397189,Residential Accessory (3 or More),2017,4000
-80.44555345,43.39397189,Residential Accessory (3 or More),2017,4000
-80.53834611,43.42059738,Residential Building (House),2017,4000
-80.50564054,43.43996744,Plumbing,2017,4000
-80.42740098,43.37350093,Residential Accessory (1 or 2 units),2017,4000
-80.47508509,43.38985526,Residential Accessory (1 or 2 units),2017,4000
-80.48580403,43.43509602,Residential Alteration,2017,4000
-80.48206699,43.45282533,Residential Accessory (1 or 2 units),2017,4000
-80.43922166,43.44285258,Residential Accessory (1 or 2 units),2017,4000
-80.40853892,43.45511728,Residential Accessory (1 or 2 units),2017,4000
-80.51317619,43.40112169,Residential Alteration,2018,4000
-80.52857071,43.45113612,Residential Alteration,2018,4000
-80.55542087,43.43723,Residential Alteration,2018,4000
-80.43928267,43.37400846,Residential Accessory (1 or 2 units),2018,4000
-80.51243559,43.44361549,Residential Alteration,2018,4000
-80.4529732,43.38179717,Residential Alteration,2018,4000
-80.55670346,43.41891715,Residential Accessory (3 or More),2018,4000
-80.51750367,43.39996861,Residential Accessory (1 or 2 units),2018,4000
-80.44156505,43.46253165,Residential Accessory (1 or 2 units),2018,4000
-80.49753479,43.4620658,Plumbing,2018,4000
-80.42629991,43.44986919,Residential Building (House),2018,4000
-80.44221341,43.4343482,Non-Residential Alteration,2018,4000
-80.4851295,43.46221135,Residential Accessory (1 or 2 units),2018,4000
-80.48554486,43.40730628,Residential Accessory (1 or 2 units),2018,4000
-80.49440606,43.44164287,Residential Accessory (3 or More),2018,4000
-80.40739132,43.45176452,Residential Alteration,2018,4000
-80.50588652,43.44659412,Residential Garage/Carport (1 or 2 units),2018,4000
-80.50006528,43.4456198,Garden Centre/Tent,2018,4000
-80.43340918,43.39767193,Plumbing,2018,4000
-80.43340918,43.39767193,Plumbing,2018,4000
-80.49090421,43.4431885,Residential Accessory (1 or 2 units),2018,4000
-80.44077959,43.39841159,Residential Accessory (1 or 2 units),2018,4000
-80.44049422,43.43754104,Plumbing,2018,4000
-80.41596896,43.37887043,Residential Alteration,2018,4000
-80.51169594,43.44387638,Plumbing,2018,4000
-80.5016648,43.45843601,Plumbing,2018,4000
-80.48304297,43.45195089,Residential Accessory (3 or More),2018,4000
-80.49848509,43.43962436,Residential Alteration,2018,4000
-80.50624016,43.42421301,Plumbing,2018,4000
-80.49432351,43.43902158,Residential Building (House),2018,4000
-80.42945269,43.46495158,Residential Alteration,2018,4000
-80.48920291,43.43863139,Residential Accessory (1 or 2 units),2018,4000
-80.45851207,43.42573332,Plumbing,2018,4000
-80.44797978,43.39160691,Residential Alteration,2018,4000
-80.49631996,43.43981878,Residential Accessory (1 or 2 units),2018,4000
-80.4513886,43.47035179,Garden Centre/Tent,2018,4000
-80.45666635,43.46526943,Residential Accessory (1 or 2 units),2018,4000
-80.41851506,43.44054777,Residential Accessory (1 or 2 units),2018,4000
-80.43861721,43.46320952,Residential Alteration,2018,4000
-80.48865416,43.43155086,Residential Accessory (1 or 2 units),2018,4000
-80.51854413,43.42716253,Residential Alteration,2018,4000
-80.4983942,43.42242658,Plumbing,2018,4000
-80.48027295,43.45766962,Residential Accessory (1 or 2 units),2018,4000
-80.52267532,43.43573142,Residential Alteration,2018,4000
-80.42169482,43.44056413,Residential Accessory (1 or 2 units),2018,4000
-80.46290805,43.43334325,Plumbing,2018,4000
-80.50601891,43.40084231,Plumbing,2019,4000
-80.42108606,43.43373773,Garden Centre/Tent,2019,4000
-80.52051155,43.42744944,Residential Accessory (1 or 2 units),2019,4000
-80.4004509,43.45219824,Residential Accessory (1 or 2 units),2019,4000
-80.44269642,43.37044083,Residential Accessory (1 or 2 units),2019,4000
-80.50272375,43.45890726,Residential Garage/Carport (1 or 2 units),2019,4000
-80.43088002,43.45085255,Residential Alteration,2019,4000
-80.40326526,43.45143767,Residential Accessory (1 or 2 units),2019,4000
-80.50006528,43.4456198,Garden Centre/Tent,2019,4000
-80.50557109,43.42831029,Residential Accessory (1 or 2 units),2019,4000
-80.42407162,43.46363025,Residential Alteration,2019,4000
-80.49255921,43.41392073,Plumbing,2019,4000
-80.42231773,43.38366201,Residential Alteration,2019,4000
-80.49179117,43.45493859,Residential Alteration,2019,4000
-80.45440118,43.429978,Residential Alteration,2019,4000
-80.4805761,43.47001206,Plumbing,2019,4000
-80.45312111,43.43211633,Residential Accessory (1 or 2 units),2019,4000
-80.49161078,43.38660902,Residential Alteration,2019,4000
-80.42742785,43.43498082,Residential Alteration,2019,4000
-80.52839251,43.42483523,Residential Building (House),2019,4000
-80.43750894,43.43277569,Residential Garage/Carport (1 or 2 units),2019,4000
-80.44284785,43.37055762,Residential Accessory (1 or 2 units),2019,4000
-80.41578644,43.40099496,Residential Accessory (1 or 2 units),2019,4000
-80.46842273,43.48059934,Plumbing,2019,4000
-80.47253082,43.41291819,Residential Accessory (1 or 2 units),2019,4000
-80.4513886,43.47035179,Garden Centre/Tent,2019,4000
-80.44353838,43.41949173,Non-Residential Alteration,2019,4000
-80.44194931,43.39105687,Residential Accessory (1 or 2 units),2019,4000
-80.4099048,43.4455761,Residential Alteration,2019,4000
-80.52420236,43.42065146,Residential Accessory (1 or 2 units),2019,4000
-80.53902866,43.43869649,Residential Accessory (1 or 2 units),2019,4000
-80.55230934,43.43694812,Residential Alteration,2019,4000
-80.40423698,43.45391626,Residential Accessory (1 or 2 units),2019,4000
-80.51419097,43.44458915,Plumbing,2019,4000
-80.52232896,43.40659063,Residential Accessory (1 or 2 units),2019,4000
-80.54798383,43.41455074,Residential Accessory (1 or 2 units),2019,4000
-80.45024748,43.40962978,Electrical,2019,4000
-80.45636815,43.4551349,Plumbing,2019,4000
-80.56104885,43.44929946,Residential Building Permit,2014,4000
-80.56780664,43.45451595,Residential Building Permit,2014,4000
-80.55925828,43.45878509,Residential Building Permit,2015,4000
-80.50214686,43.46589967,Residential Building Permit,2010,4000
-80.55394549,43.49298452,Residential Building Permit,2017,4000
-80.54087542,43.45532277,Residential Building Permit,2010,4000
-80.50166896,43.46853735,Residential Building Permit,2014,4000
-80.51502921,43.46141119,Residential Building Permit,2010,4000
-80.57541996,43.45044467,Residential Building Permit,2015,4000
-80.58254649,43.49147665,Residential Building Permit,2010,4000
-80.56296993,43.4678159,Residential Building Permit,2011,4000
-80.528906,43.47661444,Residential Building Permit,2012,4000
-80.47912056,43.50169154,Residential Building Permit,2010,4000
-80.50492245,43.46402404,Non Residential Building Permit,2010,4000
-80.57176119,43.45505559,Residential Building Permit,2014,4000
-80.49889444,43.49009779,Residential Building Permit,2013,4000
-80.5815715,43.46084525,Residential Building Permit,2016,4000
-80.59109441,43.47292141,Residential Building Permit,2012,4000
-80.59871089,43.46713111,Residential Building Permit,2011,4000
-80.59111378,43.47644356,Residential Building Permit,2013,4000
-80.59759231,43.46885341,Residential Building Permit,2012,4000
-80.59819747,43.47449796,Residential Building Permit,2012,4000
-80.55211403,43.45324428,Residential Building Permit,2010,4000
-80.59981632,43.47320222,Residential Building Permit,2014,4000
-80.58420066,43.46099654,Residential Building Permit,2010,4000
-80.58821527,43.46231393,Residential Building Permit,2010,4000
-80.52698677,43.46966535,Residential Building Permit,2014,4000
-80.5482178,43.4529391,Residential Building Permit,2016,4000
-80.5091577,43.46184687,Residential Building Permit,2011,4000
-80.56548469,43.4587866,Residential Building Permit,2011,4000
-80.54528932,43.45172919,Residential Building Permit,2016,4000
-80.51206247,43.49829629,Residential Building Permit,2015,4000
-80.5547532,43.48696822,Residential Building Permit,2017,4000
-80.54464302,43.46056938,Residential Building Permit,2015,4000
-80.50672719,43.46971501,Residential Building Permit,2014,4000
-80.59007375,43.48920815,Residential Building Permit,2015,4000
-80.55854012,43.43866932,Residential Building Permit,2012,4000
-80.53243336,43.47426978,Residential Building Permit,2012,4000
-80.55819321,43.49082302,Residential Building Permit,2015,4000
-80.52824714,43.474522,Non Residential Building Permit,2010,4000
-80.52773817,43.50747628,Non Residential Building Permit,2011,4000
-80.56384297,43.49113287,Residential Building Permit,2011,4000
-80.50216299,43.49515074,Residential Building Permit,2017,4000
-80.57370089,43.45821603,Residential Building Permit,2015,4000
-80.58375649,43.47210062,Residential Building Permit,2016,4000
-80.51230905,43.46842683,Residential Building Permit,2015,4000
-80.55598651,43.46115423,Residential Building Permit,2012,4000
-80.5577112,43.48614788,Residential Building Permit,2012,4000
-80.50418083,43.47378665,Residential Building Permit,2011,4000
-80.51744761,43.47304596,Residential Building Permit,2016,4000
-80.55561727,43.4946759,Residential Building Permit,2017,4000
-80.53604392,43.48414772,Residential Building Permit,2011,4000
-80.51471621,43.46039543,Residential Building Permit,2011,4000
-80.53422132,43.45660298,Residential Building Permit,2013,4000
-80.5530098,43.49038417,Residential Building Permit,2014,4000
-80.50182376,43.48185816,Residential Building Permit,2017,4000
-80.56027127,43.46550935,Residential Building Permit,2011,4000
-80.50756839,43.46808878,Residential Building Permit,2015,4000
-80.54800734,43.49180975,Residential Building Permit,2017,4000
-80.52416112,43.48881358,Residential Building Permit,2016,4000
-80.55934267,43.46917925,Residential Building Permit,2012,4000
-80.5018825,43.47141242,Residential Building Permit,2016,4000
-80.53104735,43.4607368,Residential Building Permit,2013,4000
-80.48979155,43.49899318,Residential Building Permit,2014,4000
-80.52862473,43.45853386,Residential Building Permit,2016,4000
-80.58947448,43.49078109,Residential Building Permit,2012,4000
-80.56133727,43.5019555,Residential Building Permit,2016,4000
-80.60098476,43.47409007,Residential Building Permit,2013,4000
-80.59967611,43.47307149,Residential Building Permit,2010,4000
-80.58808794,43.4913805,Residential Building Permit,2011,4000
-80.56266089,43.4487479,Residential Building Permit,2010,4000
-80.50854398,43.47338014,Residential Building Permit,2012,4000
-80.58853135,43.49058419,Residential Building Permit,2011,4000
-80.52555422,43.46865788,Residential Building Permit,2016,4000
-80.52895779,43.45660244,Residential Building Permit,2010,4000
-80.57586127,43.46316715,Residential Building Permit,2017,4000
-80.55453342,43.49948143,Residential Building Permit,2012,4000
-80.57604818,43.46381433,Residential Building Permit,2017,4000
-80.5256871,43.50085391,Residential Building Permit,2017,4000
-80.57670673,43.4635886,Residential Building Permit,2015,4000
-80.57129904,43.4489876,Residential Building Permit,2015,4000
-80.51108817,43.50735297,Residential Building Permit,2012,4000
-80.60254876,43.46937593,Residential Building Permit,2014,4000
-80.57948424,43.45330443,Residential Building Permit,2017,4000
-80.53821821,43.4580245,Residential Building Permit,2012,4000
-80.53791594,43.45807003,Residential Building Permit,2012,4000
-80.53791821,43.45806921,Residential Building Permit,2012,4000
-80.57847062,43.44909509,Residential Building Permit,2015,4000
-80.53821454,43.45802293,Residential Building Permit,2012,4000
-80.48201881,43.49397621,Residential Building Permit,2018,4000
-80.53822021,43.45802597,Residential Building Permit,2013,4000
-80.48183759,43.49264749,Residential Building Permit,2015,4000
-80.59585668,43.4566522,Residential Building Permit,2017,4000
-80.58871292,43.45279954,Residential Building Permit,2015,4000
-80.60218739,43.45981938,Residential Building Permit,2017,4000
-80.58804786,43.45290044,Residential Building Permit,2016,4000
-80.60224001,43.47387817,Residential Building Permit,2014,4000
-80.536448,43.47666327,Residential Building Permit,2015,4000
-80.48585955,43.48489707,Residential Building Permit,2012,4000
-80.59973567,43.46914527,Residential Building Permit,2014,4000
-80.60259887,43.47380457,Residential Building Permit,2010,4000
-80.56310189,43.50128689,Residential Building Permit,2010,4000
-80.4878893,43.49866053,Residential Building Permit,2019,4000
-80.48788382,43.49870922,Residential Building Permit,2019,4000
-80.49239648,43.52498626,Residential Building Permit,2019,4000
-80.50600104,43.47123223,Residential Building Permit,2019,4000
-80.48789295,43.49859693,Residential Building Permit,2019,4000
-80.48787659,43.4987703,Residential Building Permit,2019,4000
-80.57326858,43.44856564,Residential Building Permit,2019,4000
-80.6021986,43.46234226,Residential Building Permit,2019,4000
-80.5293425,43.4597156,Residential Building Permit,2019,4000
-80.56474135,43.44515887,Residential Building Permit,2012,4000
-80.5865902,43.45733958,Residential Building Permit,2010,4000
-80.5925434,43.47558799,Residential Building Permit,2013,4000
-80.60220538,43.47199414,Residential Building Permit,2017,4000
-80.54923008,43.45700988,Residential Building Permit,2016,4000
-80.6050157,43.46126572,Residential Building Permit,2018,4000
-80.50701221,43.50989025,Residential Building Permit,2018,4000
-80.4956901,43.49143347,Residential Building Permit,2018,4000
-80.53012433,43.47735774,Residential Building Permit,2018,4000
-80.59690536,43.4754575,Residential Building Permit,2018,4000
-80.59578007,43.45630915,Residential Building Permit,2018,4000
-80.48717497,43.49824049,Residential Building Permit,2018,4000
-80.5092662,43.49192436,Residential Building Permit,2018,4000
-80.5639492,43.4887424,Residential Building Permit,2018,4000
-80.55340989,43.4954597,Residential Building Permit,2018,4000
-80.52556907,43.47627962,Non Residential Building Permit,2018,4000
-80.55442782,43.43637626,Residential Alteration,2012,4050
-80.55469905,43.43656324,Residential Alteration,2012,4050
-80.55798158,43.48548454,Residential Building Permit,2010,4068
-80.45518485,43.4394312,Residential Accessory (1 or 2 units),2011,4100
-80.52444292,43.4328662,Residential Accessory (3 or More),2015,4100
-80.52444292,43.4328662,Residential Accessory (3 or More),2015,4100
-80.52444292,43.4328662,Residential Accessory (3 or More),2015,4100
-80.52444292,43.4328662,Residential Accessory (3 or More),2015,4100
-80.52444292,43.4328662,Residential Accessory (3 or More),2015,4100
-80.52444292,43.4328662,Residential Accessory (3 or More),2015,4100
-80.52444292,43.4328662,Residential Accessory (3 or More),2015,4100
-80.52444292,43.4328662,Residential Accessory (3 or More),2015,4100
-80.52444292,43.4328662,Residential Accessory (3 or More),2015,4100
-80.52444292,43.4328662,Residential Accessory (3 or More),2015,4100
-80.52444292,43.4328662,Residential Accessory (3 or More),2015,4100
-80.52444292,43.4328662,Residential Accessory (3 or More),2015,4100
-80.52444292,43.4328662,Residential Accessory (3 or More),2015,4100
-80.52444292,43.4328662,Residential Accessory (3 or More),2015,4100
-80.54198214,43.41336279,Residential Accessory (1 or 2 units),2018,4100
-80.54981019,43.41668614,Residential Accessory (1 or 2 units),2018,4100
-80.5075274,43.46125325,Residential Building Permit,2010,4100
-80.59605544,43.46941825,Residential Building Permit,2016,4100
-80.52473476,43.46753871,Non Residential Building Permit,2013,4100
-80.44243955,43.37508417,Residential Accessory (1 or 2 units),2018,4125
-80.51244502,43.48935857,Non Residential Building Permit,2010,4188
-80.44546663,43.45180478,Residential Garage/Carport (1 or 2 units),2010,4200
-80.42891863,43.37813383,Residential Accessory (1 or 2 units),2010,4200
-80.44933606,43.45161761,Residential Garage/Carport (1 or 2 units),2011,4200
-80.40645435,43.44515603,Residential Accessory (3 or More),2012,4200
-80.49080626,43.40781935,Plumbing,2012,4200
-80.50006528,43.4456198,Garden Centre/Tent,2013,4200
-80.46788389,43.45206996,Residential Accessory (1 or 2 units),2014,4200
-80.47742434,43.45841364,Plumbing,2014,4200
-80.43854654,43.46173467,Residential Accessory (1 or 2 units),2014,4200
-80.45205475,43.474405,Garden Centre/Tent,2015,4200
-80.47920796,43.45914611,Residential Alteration,2016,4200
-80.43700855,43.376992,Residential Accessory (1 or 2 units),2017,4200
-80.40590888,43.45214918,Residential Accessory (1 or 2 units),2017,4200
-80.47623964,43.38912821,Residential Accessory (1 or 2 units),2018,4200
-80.51154337,43.44393008,Plumbing,2018,4200
-80.46351482,43.39437103,Residential Accessory (3 or More),2019,4200
-80.51658312,43.47295397,Residential Building Permit,2014,4200
-80.57662751,43.46309393,Residential Building Permit,2013,4200
-80.54817286,43.49118006,Residential Building Permit,2013,4200
-80.51224631,43.48325842,Residential Building Permit,2016,4200
-80.57859917,43.44984546,Residential Building Permit,2015,4200
-80.55691864,43.48619469,Residential Building Permit,2019,4200
-80.43507984,43.37377303,Residential Accessory (1 or 2 units),2016,4263
-80.52343407,43.43394188,Residential Accessory (3 or More),2010,4300
-80.52343407,43.43394188,Residential Accessory (3 or More),2010,4300
-80.52343407,43.43394188,Residential Accessory (3 or More),2010,4300
-80.52343407,43.43394188,Residential Accessory (3 or More),2010,4300
-80.52343407,43.43394188,Residential Accessory (3 or More),2010,4300
-80.52343407,43.43394188,Residential Accessory (3 or More),2010,4300
-80.52343407,43.43394188,Residential Accessory (3 or More),2010,4300
-80.52343407,43.43394188,Residential Accessory (3 or More),2010,4300
-80.52343407,43.43394188,Residential Accessory (3 or More),2010,4300
-80.52343407,43.43394188,Residential Accessory (3 or More),2010,4300
-80.52343407,43.43394188,Residential Accessory (3 or More),2010,4300
-80.52343407,43.43394188,Residential Accessory (3 or More),2010,4300
-80.52343407,43.43394188,Residential Accessory (3 or More),2010,4300
-80.52343407,43.43394188,Residential Accessory (3 or More),2010,4300
-80.52343407,43.43394188,Residential Accessory (3 or More),2010,4300
-80.52343407,43.43394188,Residential Accessory (3 or More),2010,4300
-80.52343407,43.43394188,Residential Accessory (3 or More),2010,4300
-80.52343407,43.43394188,Residential Accessory (3 or More),2010,4300
-80.52343407,43.43394188,Residential Accessory (3 or More),2010,4300
-80.54623286,43.4398314,Garden Centre/Tent,2010,4300
-80.5130304,43.45836605,Residential Accessory (1 or 2 units),2011,4300
-80.41711097,43.4531133,Residential Accessory (1 or 2 units),2011,4300
-80.43735221,43.44850507,Residential Accessory (1 or 2 units),2011,4300
-80.53168709,43.43146007,Residential Accessory (3 or More),2011,4300
-80.43192307,43.37776991,Residential Accessory (3 or More),2012,4300
-80.50810019,43.41601,Residential Alteration,2012,4300
-80.48569462,43.4422358,Plumbing,2012,4300
-80.54599694,43.41069781,Residential Accessory (1 or 2 units),2014,4300
-80.54232627,43.42815432,Residential Accessory (1 or 2 units),2014,4300
-80.49947501,43.43788883,Residential Alteration,2015,4300
-80.50426022,43.4556401,Residential Accessory (1 or 2 units),2015,4300
-80.45814136,43.46680845,Plumbing,2016,4300
-80.43551576,43.37639408,Residential Accessory (1 or 2 units),2016,4300
-80.403113,43.45264838,Garden Centre/Tent,2017,4300
-80.49805597,43.46508848,Plumbing,2019,4300
-80.55140647,43.48886853,Residential Building Permit,2015,4300
-80.54711742,43.46374376,Residential Building Permit,2018,4300
-80.48085118,43.45123187,Residential Accessory (1 or 2 units),2011,4307
-80.49701502,43.42909489,Plumbing,2011,4400
-80.49689619,43.44275247,Plumbing,2011,4400
-80.52094587,43.45503839,Plumbing,2011,4400
-80.48949606,43.43513329,Residential Alteration,2011,4400
-80.46001896,43.43547047,Residential Accessory (1 or 2 units),2012,4400
-80.40929083,43.4540379,Residential Accessory (3 or More),2012,4400
-80.52245942,43.39937369,Residential Alteration,2012,4400
-80.52948705,43.44176492,Residential Accessory (1 or 2 units),2013,4400
-80.47851204,43.45889434,Plumbing,2014,4400
-80.47290762,43.4475493,Plumbing,2014,4400
-80.5065749,43.40130306,Residential Accessory (1 or 2 units),2015,4400
-80.47989812,43.39188375,Residential Accessory (1 or 2 units),2016,4400
-80.44600554,43.39857487,Non-Residential Alteration,2016,4400
-80.40331533,43.45152095,Residential Accessory (3 or More),2016,4400
-80.51557449,43.49316616,Residential Building Permit,2012,4400
-80.59598129,43.45402977,Residential Building Permit,2018,4400
-80.52909659,43.41707934,Residential Accessory (1 or 2 units),2010,4500
-80.55460988,43.43553877,Residential Accessory (1 or 2 units),2010,4500
-80.55139061,43.42694838,Residential Accessory (1 or 2 units),2010,4500
-80.48584916,43.4667216,Residential Accessory (1 or 2 units),2010,4500
-80.54362133,43.41287433,Residential Accessory (1 or 2 units),2010,4500
-80.41537971,43.43876267,Residential Accessory (1 or 2 units),2010,4500
-80.41009669,43.44249673,Residential Accessory (1 or 2 units),2010,4500
-80.45665232,43.38679777,Residential Accessory (1 or 2 units),2010,4500
-80.46334516,43.45219777,Residential Alteration,2010,4500
-80.47626834,43.42710656,Non-Residential Alteration,2010,4500
-80.44755896,43.39806475,Plumbing,2011,4500
-80.51129486,43.44822984,Residential Alteration,2011,4500
-80.40915966,43.45166946,Residential Accessory (1 or 2 units),2011,4500
